,Artista,Género,Tipo,Nombre,Año,ID
555,Fishbone,reggae,track,Ma and Pa,2003,7wotdNGMm6PrQ9xUXYQtVp
556,Lutan Fyah,reggae,track,Crystal Clear,2003,4bdiP0cmT1raeD1DStjNar
557,Sasha,reggae,track,Dat Sexy Body,2003,4zQwQaqmC9PkT94MiNB281
558,Easy Star All-Stars,reggae,track,Any Colour You Like,2003,6Y6hUMmFGfpGggqnrwNYF0
559,El Gran Silencio,reggae,track,Super Riddim Internacional,2003,0TyH4jFn7eeSJM4gfkql7h
560,LaMeka55,reggae,track,55 Esperanzas Puestas en Ti,2003,0GHCoJshuPC0xbbvAm8fMU
561,Gondwana,reggae,track,Antonia,2003,5n40SAKMk89wdWyhTfWzx4
562,Terra Samba,reggae,track,Reboleio,2003,07ncOvQQKq915N7Pj0C5qh
563,Chulito Camacho,reggae,track,Solo Hago Reggae,2003,1vrAEV2RqJkXtzTRvismj3
564,Streetlight Manifesto,reggae,track,"A Better Place, a Better Time",2003,4LqxQzP3F0EXf00M58URik
565,Seeed,reggae,track,Waterpumpee 2004 - English Version,2003,4bJIM2tHXmAsiypme5ccvZ
566,Kana,reggae,track,Plantation,2003,3mdfBcdD8C3NbJ0SUBjA5i
567,Wayne Wonder,reggae,track,Saddest Day,2003,4qaxWylitp9qvg0zsaEqeo
568,El Roockie,reggae,track,Ganas de Amarte,2003,2Z6ETIJKUgGrtNjYfgJora
569,Easy Star All-Stars,reggae,track,On The Run,2003,4jg8gzEkemr3E7fmMbFzWe
570,Anthony B,reggae,track,Police,2003,6LtaXQAwy6qy3lnSP0BuZ3
571,Twinset,reggae,track,Sweet Thing,2003,1Oi4ABwikl2Fplm7rx5QHz
572,Salon Victoria,reggae,track,Mi Vida es un Tango,2003,7dCOvIWIepwEn9Vxa2dpR6
573,Chiclete Com Banana,reggae,track,Amor Perfeito - Ao Vivo,2003,5EWlLpz98txi7UG0pQQLvQ
574,Peter Tosh,reggae,track,Buk-In-Hamm Palace - 2002 Remaster,2003,1EaoyUXLaWFFA1bbE1KMI4
575,The Pioneers,reggae,track,"Give and Take (Give a Little, Take a Little)",2003,1vBUONXF9s3qbXKIGC2sMl
576,Less Than Jake,reggae,track,Plastic Cup Politics,2003,3bEUz1Y168KAWC7Vb7e0yz
577,La Mosca,reggae,track,Patadas En El Corazon,2003,2nrinkghKL96CmwnHnHrOJ
578,Resistencia Suburbana,reggae,track,La Union Verdadera,2003,5ZGBUXDTlUeYLw2glsuEJF
579,Streetlight Manifesto,reggae,track,Point / Counterpoint,2003,1NM2qI63ylqg62yxpEvTXu
580,Burning Spear,reggae,track,Not Guility,2003,3w2a729QpGLTLUBSuKUrfW
581,Less Than Jake,reggae,track,Surrender,2003,1ofPoqePnu5k2Y6BMpaldz
582,Judge Dread,reggae,track,Look a Pussy,2003,6CtyGtm0tlEp69zoxsgVuU
583,Judge Dread,reggae,track,Big Seven,2003,21rd520It0pWlji0YGoY2c
584,Less Than Jake,reggae,track,That's Why They Call It a Union,2003,1zAQ1NxUpatCMwE1eF97va
585,Sergent Garcia,reggae,track,Long Time,2003,1EXeWJFe2hFkw6mdNnRJaR
586,Morodo,reggae,track,Presidente,2003,1BFLjXJzpYQCuWajAuOEmf
587,The Toasters,reggae,track,Weekend In L.A.,2003,1gF9kabquW6I5VxHcqmnx1
588,Gondwana,reggae,track,Armonia de Amor,2003,0FGiRaJJoao1C1pNrqpxQA
589,JAHSTA,reggae,track,Digo Que Vengas,2003,7Lt5PgWvDECsnZHCFEJihg
590,Seeed,reggae,track,Respectness,2003,5ZDngGE7Ju32CRfsvfMEdm
591,Resistencia Suburbana,reggae,track,Por Amor,2003,0ESCoYNoAYqEp4Wwjxnd4s
592,Banda Calypso,reggae,track,Príncipe Encantado,2003,05KTmMzzwMOoxjANKf09z5
593,Cordel Burrell,reggae,track,Coolie Dance Rhythm,2003,7ditbl8EoQ7JuLmnQONwAk
594,Joe Dukie,reggae,track,Midnight Marauders,2003,5Q6fSycd2p3Vc1TOombvFZ
595,The Pioneers,reggae,track,Time Hard,2003,5WnKjYSWEn79y1eNEiNiYm
596,Greyhound,reggae,track,Black and White,2003,1kJmUzIzRIYJjr2nGNwgCg
597,Beres Hammond,reggae,track,Can You Play Some More (Pull It Up),2003,1CCEL3jEqzb1ILPsWsxWZz
598,La Mosca,reggae,track,Matame,2003,7xq46hwhuT8EHSLhKbAcnA
599,Easy Star All-Stars,reggae,track,Us And Them,2003,05vgup4g7KCoxmVP1LAyjR
600,Beenie Man,reggae,track,Dude,2004,746nPV2NXSoxW3imGpG8gk
601,The Expendables,reggae,track,Bowl For Two,2004,7wCgKgkuthR3K568qESxDp
602,Beenie Man,reggae,track,King Of The Dancehall,2004,2vACumvzzT2ZngO2p7i3Gu
603,Symarip,reggae,track,Skinhead Girl,2004,0nWvOXF9Ww4V69sHUQTgrn
604,311,reggae,track,Love Song,2004,3mtukCAgd0mE260QcBfXAX
605,Tiken Jah Fakoly,reggae,track,L'Afrique doit du fric,2004,6JdIJl2d62ATvmF5eGY7Pz
606,La Kinky Beat,reggae,track,No Es Lo Mismo,2004,4ZQOfjKrSON9Xj96wbT5rD
607,Betagarri,reggae,track,Verde,2004,1QnEnxm4K6zmCvEcJM9uP4
608,Tapper Zukie,reggae,track,Give Thanks,2004,3cDj0L3aa1FEMea7CE8Llz
609,Tchakabum,reggae,track,Dança da Mãozinha - Ao Vivo,2004,5uKnqGzXgmzlctR3rz8Edt
610,Gondwana,reggae,track,Give Your Love,2004,6SCxbGzB7xJBPqkEvobpFf
611,Nina Sky,reggae,track,Move Ya Body (feat. Vybz Kartel & Jabba) - Remix,2004,5asjDaBpVE0tbCgJ04J0R7
612,Toots & The Maytals,reggae,track,Merry Blues,2004,5mcZc1KxM1a2imYq3UpFZv
613,É O Tchan,reggae,track,Pau Que Nasce Torto / Melo Do Tchan - Medley,2004,5PkTujqwUcpoiH20ysOjS3
614,Morodo,reggae,track,Los Carros de Babylon,2004,3GyECIPcN3YVkCgLgU0WiB
615,The Wailers,reggae,track,Simmer Down,2004,7nXKUIheOyysKPOISIfvMp
616,Tapper Zukie,reggae,track,Mello Rock,2004,56qucdqJ6WlI0L1x4HSPHU
617,Carlton & The Shoes,reggae,track,Love Me Forever,2004,0j9uTlaM3SGKb2I1y79ee0
618,Joe Dukie & DJ Fitchie,reggae,track,This Room,2004,3QV5xvtU87ZwNJ3JV8KyOq
619,Tiken Jah Fakoly,reggae,track,Ca va faire mal,2004,7cwNq3u2snS1T1C4CViHqp
620,Morodo,reggae,track,Revelación,2004,1Wpvr3m2q7i73CUtC9v5Si
621,Gentleman,reggae,track,Intoxication,2004,39knzsFcBOEpv7dSGrIilV
622,Tiken Jah Fakoly,reggae,track,Quitte le pouvoir positive Black Soul,2004,1epQtq7B2Xii7pR3xBw3Ri
623,Braga Boys,reggae,track,A Bomba,2004,1syj5noYd0GUqHflMH6zda
624,Los Fabulosos Cadillacs,reggae,track,Calaveras y Diablitos,2004,67VY2M8IZedcXJcy8LG5EH
625,Los Cafres,reggae,track,Este Jardín,2004,5UgPN09gWrOMI9zC2io8yC
626,Ska Cubano,reggae,track,Babalu,2004,2q6Ctk1nBJU59XtYhiN47b
627,Morodo,reggae,track,Nyahbingiman,2004,1L9ETnALEGFMf62NRhdFbk
628,Cypress Hill,reggae,track,Ganja Bus (feat. Damian Marley) - Explicit Album Version,2004,4QDGjjhg0TFdCAyQz5HVr5
629,Morodo,reggae,track,La Mentira,2004,5qLUey1sjxxucS17aBFvS1
630,Gondwana,reggae,track,Mi Princesa,2004,6qwIv4W6tUPxt2jLz84tlo
631,Morodo,reggae,track,La Yerba del Rey,2004,2KxRGyVpoFjHJhdESy467E
632,Ska Cubano,reggae,track,Chango,2004,1hl3OmpIUl1EhOwMjtibCa
633,Tiken Jah Fakoly,reggae,track,Plus rien ne m'étonne,2004,2g4FmxUiMLF4glwodK3l2W
634,Junior Byles,reggae,track,Fade Away,2004,56SuUInH7q8qqpOulO1wIZ
635,Morodo,reggae,track,Divina Ciencia,2004,4UQ98S819IC4qQ2lld1ZXj
636,Los Cafres,reggae,track,Si El Amor Se Cae,2004,0fzgd6DgpsSYg5igdOUGJR
637,Gentleman,reggae,track,Superior,2004,2xc8WSkjAp4xRGV6I1Aktb
638,Morodo,reggae,track,Yo me pregunto,2004,1bmiM8oHWjanWlg5aQ4BYu
639,Tanya Stephens,reggae,track,It's A Pity,2004,0oWha7OKAqQwFZymfthIEV
640,Daniela Mercury,reggae,track,Maimbê Dandá,2004,1IeKuhWMm5GKjfRq42IuDY
641,Morodo,reggae,track,19: 00 - 22: 00 (Binghi No Cry),2004,5xlWmYtGfW7rL7PLGHKOLm
642,Morodo,reggae,track,Bad Bwoys,2004,66keVf51gorq0QgTUVjgbX
643,Symarip,reggae,track,Skinhead Moonstomp,2004,1e8HuiUmU2ecHV5ro54yrR
644,La Kinky Beat,reggae,track,Pirata Capitán,2004,0peCjjvb2ub8kitZbO8JwN
645,Tiken Jah Fakoly,reggae,track,Tonton d'America,2004,3Ho6jFbwTcviwluL6jFroB
646,Morodo,reggae,track,Que vas a hacer?,2004,7ICtpTBEsCyqs0N79tUUJE
647,Morodo,reggae,track,Mas Yama,2004,6cGtzKpK5GfR0Du5FEgCu6
648,Capleton,reggae,track,That Day Will Come,2004,6D4eMFcg3DquhNOQsNanQk
649,Betagarri,reggae,track,La Chica Del Batzoki,2004,7zU70EMSHlRTq8qQdQsQjP
650,É O Tchan,reggae,track,Na Boquinha Da Garrafa - Ao Vivo,2004,38VkyrAqo5MayWnKqQVRbQ
651,Ivete Sangalo,reggae,track,Flor Do Reggae - Ao Vivo,2004,2oh9IhwPLdMxtMmyKFZNcj
652,Planta E Raiz,reggae,track,A Dois Passos Do Paraíso,2004,7ufUJIw2u1Qj74CMr5M4KP
653,Banda Calypso,reggae,track,Me Telefona,2004,5ixmhCly6NQggkyFsDpJ0E
654,Chiclete Com Banana,reggae,track,100% Você,2004,2msjqUjA6Eg5TI2M5EwJ8A
655,Los Cafres,reggae,track,Nice Time,2004,6zTmBVtXNBKJvVsb2rJiHd
656,É O Tchan,reggae,track,Dança Da Cordinha,2004,2VnvdUFJLC1CIe16MgH70N
657,Michael Palmer,reggae,track,Don't Smoke The Seed,2004,79GhBS8dI1fGco9hLhKuzk
658,Tiken Jah Fakoly,reggae,track,Imadjigui,2004,7z7W12dlde64sg51ShSJ1W
659,Morodo,reggae,track,In tha party 2,2004,4c3itsuPtSjRn1wxeyi0GR
660,Jackie Mittoo,reggae,track,El Bang Bang,2004,4tVaepYgipx61XGZ8BU7K0
661,Los Cafres,reggae,track,A Pesar,2004,4Mhl9Xa2PL0OKHuF7jLQrj
662,Winston McAnuff,reggae,track,Sentenced,2004,22PiuSB6cu85wP1N4ivxNh
663,Slim Smith,reggae,track,Rougher Yet,2004,5QDKHqzMXP5ITlbwqbn07m
664,Antidoping,reggae,track,Sal a Caminar,2004,2dXRqnBkwkr44oKvvNdeaZ
665,Bernard Lavilliers,reggae,track,Question de peau,2004,0GdRrzgGEHzBqAqh7hFUYa
666,Betagarri,reggae,track,L'estaca,2004,6zUeLyiiKbEXOh6S1IlKQK
667,Joe Dukie,reggae,track,Midnight Marauders,2004,1H61n8H0ldYMb2T7XalKMp
668,Andy and Joey,reggae,track,You're Wondering Now,2004,5AY85Ty4nAmgsm0c2TkHl0
669,The Aggrolites,reggae,track,Dirty Reggae,2004,13PXob70Jekv1xyz3rFEN0
670,Jennifer Lara,reggae,track,Consider Me,2004,6qVodemcQoATdMCO5eUAlo
671,Monsieur Lezard,reggae,track,Red Eye,2004,4wQeds33XoW6Z9R2dA3213
672,Gondwana,reggae,track,Fluye,2004,2crdEEBy8ja6mBGjPxfpxZ
673,Los Cafres,reggae,track,Mi Aliento,2004,5KHWBI8FTuKOVu80l5M3xz
674,Ardijah,reggae,track,Moonlighting,2004,3bgfkSD8cqjbV8TnTqeChj
675,Tiken Jah Fakoly,reggae,track,Alou Maye,2004,5OLPInMdSLPdDFNxRQCqMN
676,Los Calzones,reggae,track,Mala Vida,2004,3o3ggHATl6U21OBID9YbzC
677,La Gran Orquesta Republicana,reggae,track,El Miedo Global,2004,1cZpXBGBXH38aP4JpaUTwV
678,Sugar Daddy,reggae,track,Sweet Soca Music,2004,2HgjzDF1hWD6xBuFQD8YYH
679,Groundation,reggae,track,Praising,2004,6wH46St9Yb6qH1l8Hvw2tp
680,Groundation,reggae,track,Music Is the Most High,2004,1PbqJyE970AqKIIRAlpHH9
681,Antidoping,reggae,track,Medicina,2004,4zRbnZkeN4TNBJgGcTDMqG
682,É O Tchan,reggae,track,Melô Do Tchaco II (Dança Gostosa),2004,6SBuIIwLvFm8mHNAbmZb8Z
683,Luciano,reggae,track,Give Praise,2004,5T2LXl0UjYknpRme8lQoXy
684,Betagarri,reggae,track,Skalatu,2004,26a0VLm64Oii9qIOnqgOIv
685,Lord Superior,reggae,track,Rum & Cola Cola,2004,6R9UbLVFg6xCwIXBwZ4ms0
686,Cañaman,reggae,track,Mi Niña,2004,22Kk5FBOwKq0ojHyXIQjrb
687,La Gran Orquesta Republicana,reggae,track,República III,2004,5GAa5IOFKGE48QY8ypC9yQ
688,Manasseh,reggae,track,"Natural Roots Orig. 12"" Mix",2004,0T1SND0r2KUJRq0UB33Ojo
689,Ken Boothe,reggae,track,Arte Bella,2004,1bASLPmZQyMXqCXqd9zuj8
690,Kevin Lyttle,reggae,track,Last Drop (feat. Spragga Benz),2004,3jsILDpSOpWTyLZMhpoZRA
691,Talco,reggae,track,L'odore della morte,2004,2z38GvHmZnG2zrL2PiMRUy
692,Betagarri,reggae,track,Euskadi Antifaxista,2004,3cXaLd0lkYfWIYilJYV9uw
693,Elephant Man,reggae,track,"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",2004,23TTbRZkQHjVcwtNFF4hQF
694,É O Tchan,reggae,track,A Dança Do Bumbum,2004,6kuqOKgvpqYGpEbuKQNhgM
695,The Black Seeds,reggae,track,So True,2004,5gAHSJPdHqz2MHc5WsfXnD
696,Betagarri,reggae,track,Baldin Bada,2004,5fAFa378d3Pkk1cpmFcDen
697,The Skatalites,reggae,track,Exodus,2004,72khzOyNo4nUu6TmjBkdki
698,Morodo,reggae,track,Combination,2004,3p4Ymcg8fevE1TxsU3yAv0
699,Edi Fitzroy,reggae,track,Hotel California (feat. Bigga Star),2004,7fcADgMvw5i8qvri9LQ1xm
700,La Tremenda Korte,reggae,track,Total,2004,2y0ee1wuzrrZmBTZw2ztaa
701,Margareth Menezes,reggae,track,Faraó,2004,6sDFxI3dj8r1EsscyedSeX
702,Macka B,reggae,track,Step Up,2004,6cbqh8woSu03Vj8s1PCK9C
703,Toots & The Maytals,reggae,track,Funky Kingston,2004,1A0LEAS3aaO5R233Akp707
704,Talco,reggae,track,Partigiano,2004,4ov3a2VpND9OMG1YB7y3Y1
705,Talco,reggae,track,11 settembre 73,2004,4TQPlm3u20kdgtGRaqLqeJ
706,Tiken Jah Fakoly,reggae,track,Où veux-tu que j'aille,2004,6dJvYXJUSNxPKhHZRu2c9E
707,Tanya Stephens,reggae,track,Can't Breathe,2004,19Q4p3F0JRrFn2h9y76sYg
708,Prince Jazzbo,reggae,track,School,2004,0BhJAoLUF7conphH9fs7Ga
709,Beres Hammond,reggae,track,Groovy Little Thing,2004,3zAfwCsdDPKyiWBv6apdeT
710,Discípulos de Otilla,reggae,track,Viento de libertad,2004,11SLe6nYxr8RXYd0lhKsRv
711,Betagarri,reggae,track,Legalize It,2004,6OfreP0ifg8a4MK99zvQTF
712,Tiken Jah Fakoly,reggae,track,Deme,2004,4yNIkYBu3eaivxPRkrYwqg
713,La Tremenda Korte,reggae,track,Tanto amor me marea,2004,4jGSfblxObklndcGJprEoa
714,The Burning Souls,reggae,track,Here Comes the Sun,2004,0KoAC0celsM3Ii7NjcXG9g
715,Los Cafres,reggae,track,Hijo,2004,2J6sZLoWCUoYCeVo24isWB
716,Hepcat,reggae,track,Dance Wid' Me,2004,6hBiP3KP0JsYhxUSM7XKfy
717,Morodo,reggae,track,Desenlace,2004,432MmSOnib9fkUi6d23nJc
718,Kanka,reggae,track,Skunky,2004,41HUNMEsiC1HJWASDLbmLC
719,Ska Cubano,reggae,track,Yiri Yiri Bon - Dancehall Mix,2004,6d7D17NNbq51xdESK9ENhB
720,The Soul Syndicate,reggae,track,Riot,2004,022HuLiYeCu4YT1hUwhI1o
721,The Heptones,reggae,track,(I Can't Get No) Satisfaction (feat. General Trees),2004,079dMx1gKMsGcg5mi44QGW
722,Manasseh,reggae,track,Jungle Trees Dub,2004,1e7mLHlBfAIKovhai5GlQf
723,Planta E Raiz,reggae,track,Tô No Barato,2004,2nHNea7CYCVzQHmeO7hhsR
724,Sugar Minott,reggae,track,Oh Mr DC,2004,5bphDZCdYFOqbwNgvBKKtg
725,Adriana Lua,reggae,track,Dandalunda,2004,7iCGrU3aLJNOkmLnnRGrdB
726,Betagarri,reggae,track,Mienten Mi Amor,2004,5wrRwKzkFCEvPCLZ8uaQo6
727,Fly My Pretties,reggae,track,Bag Of Money,2004,55cqqifpHjmDKh7awsQn5y
728,Aquasky Vs Masterblaster,reggae,track,Coffee - Deekline & Ed Solo Booty Bass Mix,2004,4985VeOaX5Ex5FPzy8gZuM
729,Mikey Dread,reggae,track,Saturday Night Style - Dub / Instrumental Reggae Music,2004,2RhgEPQbjxUruFu4k2ylrL
730,The Expendables,reggae,track,Sacrifice,2004,16mRSH1iBW0UQAeMEk4lv3
731,Sizzla,reggae,track,Marijuana,2004,320iaIF1bWZ8CppiLB1jpE
732,Glen Adams,reggae,track,Run Come Dance,2004,3fZ1pz99CfOzwLbmtFu50C
733,Dakidarria,reggae,track,Fragasaurus Rex II,2004,2B6NxzxzaxsEzGDmZiuSDI
734,Ivete Sangalo,reggae,track,De Ladinho - Ao Vivo,2004,0asXoy7dl9blYrWdO1m7TJ
735,Los Cafres,reggae,track,Mostrame Como Sos,2004,7KASo55SVxC4Jtnma78W4h
736,Capleton,reggae,track,Never Share (Burn Dem),2004,2iXZL6HzdLhXTZzFJT6ZhR
737,Joe Dukie,reggae,track,Midnight Marauders - Dub Version,2004,6xcpj29ELRteqmCSzMyAfj
738,Dancing Mood,reggae,track,A Groovy Kind Of Love,2004,6OoCBB0erdARBcGh7LnlwG
739,Talco,reggae,track,Signor presidente,2004,22D43wBLw0dCI55E2432fh
740,Groundation,reggae,track,Smile,2004,27NdXbVaUTQPgixKn7sD0j
741,Morodo,reggae,track,Apertura,2004,1uqQ7cOyiWUhZ09Zz8Sr7S
742,Vibronics,reggae,track,Mirror Dub,2004,11JpHKvLriD2imIxPb13ti
743,Betagarri,reggae,track,Verde,2004,04EgQHid3hJOlMWO8duvQl
744,Los Auténticos Decadentes,reggae,track,Gente Que No (with Todos Tus Muertos) - En Vivo,2004,1cLR1BWBEx2H96qlHS3jpa
745,Los Fabulosos Cadillacs,reggae,track,Strawberry Fields Forever,2004,62Chy6UjYOxsUO87aCUamR
746,Holy Piby,reggae,track,My Time,2004,0A5hoqmtzca09KBqOgz3JX
747,Gentleman,reggae,track,Caan Hold Us Down (feat. Barrington Levy & Daddy Rings),2004,3846AQ2m61cbQWFNyjCthl
748,Ivete Sangalo,reggae,track,Eva (Eva) / Alô Paixão / Beleza Rara - Ao Vivo,2004,3XFcR5aTojLGMMSsIKeHTx
749,Thievery Corporation,reggae,track,The Outernationalist - Rewound By Thievery Corporation,2004,3gSi1BsWjWBY0uD79KzxD1
